Official (scientific) name,Common name
Tellima grandiflora,
Telchin licus,
Telestes muticellus,
Teleopsis pallifacies,
Telmatobius peruvianus,
Telmatactis stephensoni,
Telescopium telescopium,
Telamonia vlijmi,
Telatrygon zugei,
Temnopleurus hardwickii,
Temenis laothoe,
Tenodera aridifolia,
Tenrec ecaudatus,
Tenguella marginalba,
Tenebrio molitor,
Tenuiphantes tenuis,
Tepidanaerobacter acetatoxydans (strain DSM 21804 / JCM 16047 / Re1),
Tephrocactus articulatus,
Tepidiforma thermophila (strain KCTC 52669 / CGMCC 1.13589 / G233),
Termititenax aidoneus,
Terebra anilis,
Terebra argosyia,
Terrapene carolina,
Terebra cingulifera,
Termitomyces clypeatus,
Terrapene coahuila,
Terminalia catappa,
Teredus cylindricus,
Terrimonas ferruginea,
Terebra guttata,
Terapon jarbua,
Terebra laevigata,
Teredo navalis,
Terrapene nelsoni,
Terrapene ornata,
Terriglobus roseus (strain DSM 18391 / NRRL B-41598 / KBS 63),
Terrimicrobium sacchariphilum,
Terrabacter sp. (strain DBF63),
Terriglobus saanensis (strain ATCC BAA-1853 / DSM 23119 / SP1PR4),
Terebra subulata,
Termitomyces titanicus,
Terebra textilis,
Terebra triseriata,
Terebratalia transversa,
Teredinibacter turnerae (strain ATCC 39867 / T7901),
Terebra variegata,
Terpsiphone viridis,
Terrybacteria sp. (strain RIFCSPHIGHO2_01_FULL_58_15),
Testudo graeca,
Tesseropora rosea,
Testudinalia testudinalis,
Tetraleurodes acaciae,
Tetramorium africanum,
Tetrahymena americanis,
Tethya aurantium,
Tetrahymena australis,
Tetraopes basalis,
Tetraodon biocellatus,
Tetrodontophora bielanensis,
Tetramorium bicarinatum,
Tetrahymena borealis,
Tetraphalerus bruchi,
Tetrahymena capricornis,
Tetronarce californica,
Tetranychus cinnabarinus,
Tethya californiana,
Tetrahymena canadensis,
Tetrahymena cosmopolitanis,
Tetrahymena caudata,
Tetrahymena elliotti,
Tetraopes femoratus,
Tetraodon fluviatilis,
Tetanocera ferruginea,
Tetropium fuscum,
Tetrahymena furgasoni,
Tetragenococcus halophilus,
Tetragenococcus halophilus (strain DSM 20338 / JCM 20259 / NCIMB 9735 / NBRC 12172),
Tetrahymena hyperangularis,
Tetraclita japonica formosana,
Tetranychus kanzawai,
Tetrahymena leucophrys,
Tetranychus ludeni,
Tetrahymena malaccensis,
Tetrahymena mimbres,
Tetranychus malaysiensis,
Tetraplodon mnioides,
Tetraleurodes mori,
Tetraodon miurus,
Tetrahymena nanneyi,
Tetraodon nigroviridis,
Tetrahymena nipissingi,
Tetradesmus obliquus,
Tetrabrachium ocellatum,
Tetrahymena patula,
Tetranychus pueraricola,
Tetranychus phaselus,
Tetrahymena pigmentosa,
Tetanocera plumosa,
Tetrahymena paravorax,
Tetraclitella purpurascens,
Tetrahymena pyriformis,
Tetranematichthys quadrifilis,
Tetanocera robusta,
Tetragonotheca repanda,
Tetrahymena rostrata,
Tetraclita rubescens,
Tetrahymena sonneborni,
Tetraclita squamosa,
Tetraselmis striata,
Tetraselmis subcordiformis,
Tetraopes tetrophthalmus,
Tetrahymena thermophila,
Tetartopeus terminatum,
Tetrahymena tropicalis,
Tetrahymena thermophila (strain SB210),
Tetragonia tetragonoides,
Tetranychus urticae,
Tettigonia viridissima,
Tetrastigma voinierianum,
Teucrium canadense,
Teucrium chamaedrys,
Teuthowenia megalops,
Teucrium scorodonia,
Tevnia jerichonana,
Thauria aliris,
Thalassoica antarctica,
Thauera aromatica,
Thalassianthus aster,
Thamnophis atratus,
Thauera butanivorans (strain ATCC 43655 / DSM 2080 / JCM 20651 / NBRC 103042 / IAM 12574 / Bu B1211),
Thalassoma bifasciatum,
Thamnophis brachystoma,
Thanatephorus cucumeris (strain AG1-IA),
Thanatephorus cucumeris (strain AG1-IB / isolate 7/3/14),
Thalpomys cerradensis,
Thalassarche chlororhynchos,
Thamnophis couchii,
Thalassarche chrysostoma,
Thaumamermis cosgrovei,
Thanatephorus cucumeris,
Thamnophis cyrtopsis,
Tharsalea dione,
Thanasimus dubius,
Tharsalea editha,
Thalasseus elegans,
Thamnophis elegans,
Thalassarche eremita,
Thalurania furcata,
Thapsia garganica,
Thalassovita gelatinovora,
Tharsalea helloides,
Thalassocalyce inconstans,
Thalassina kelanang,
Thauera linaloolentis (strain DSM 12138 / CCUG 41526 / CIP 105981 / IAM 15112 / NBRC 102519 / 47Lol),
Thalpomys lasiotis,
Thalia longicauda,
Thalassophryne maculosa,
Thamnaconus modestus,
Thalasseus maximus,
Thaptomys nigrita,
Thalassophryne nattereri,
Thalassiosira nordenskioeldii,
Thalassiosira oceanica,
Thaumatichthys pagidostomus,
Thaumetopoea pityocampa,
Thalassiosira pseudonana,
Tharsalea rubidus,
Thalasseus sandvicensis,
Thamnophis scalaris,
Thauera selenatis,
Thauera aminoaromatica,
Thalassotalea agarivorans,
Thalassiosira weissflogii,
Tharsalea xanthoides,
Thermovibrio ammonificans (strain DSM 15698 / JCM 12110 / HB-1),
Thermus aquaticus (strain ATCC BAA-2747 / Y51MC23),
Thermosipho africanus (strain H17ap60334),
Thecobathra anas,
Thermosipho africanus (strain TCF52B),
Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165),
Theionarchaea archaeon (strain DG-70-1),
Thermobifida alba,
Thermodesulfobium acidiphilum,
Thermococcus aggregans,
Thermocrinis albus (strain DSM 14484 / JCM 11386 / HI 11/12),
Thermoplasma acidophilum,
Thermoleophilum album,
Thermosphaera aggregans (strain DSM 11486 / M11TL),
Theileria annulata,
Theraphosa apophysis,
Themira annulipes,
Thermus aquaticus,
Thermanaerovibrio acidaminovorans (strain ATCC 49978 / DSM 6589 / Su883),
Themiste alutacea,
Thermoascus aurantiacus,
Thermococcus barophilus,
Thermobispora bispora (strain ATCC 19993 / DSM 43833 / CBS 139.67 / JCM 10125 / KCTC 9307 / NBRC 14880 / R51),
Thelacantha brevispina,
Thermoanaerobacter brockii subsp. finnii (strain ATCC 43586 / DSM 3389 / AKO-1),
Thermobispora bispora,
Theraphosa blondi,
Thermococcus barophilus (strain DSM 11836 / MP),
Thermus brockianus,
Thermoanaerobacter brockii,
Theileria buffeli,
Thermogladius calderae (strain DSM 22663 / VKM B-2946 / 1633),
Thermus caldophilus,
Thermomonospora curvata (strain ATCC 19995 / DSM 43183 / JCM 3096 / KCTC 9072 / NBRC 15933 / NCIMB 10081 / Henssen B9),
Thermococcus celer,
Thermococcus cleftensis (strain DSM 27260 / KACC 17922 / CL1),
Thermobacillus composti (strain DSM 18247 / JCM 13945 / KWC4),
Thelazia callipaeda,
Therorhodion camtschaticum,
Theloderma corticale,
Thermarces cerberus,
Thermobifida cellulosilytica,
Thermomonospora curvata,
Theileria cervi,
Thermasporomyces composti,
Themiste dyscrita,
Theileria equi,
Thermoanaerobacter ethanolicus,
Thermus filiformis,
Thermococcus fumicolans,
Thermanaerosceptrum fracticalcis,
Thermobifida fusca,
Thermobifida fusca (strain YX),
Thermococcus sp. (strain GE8),
Thelephora ganbajun,
Theropithecus gelada,
Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3),
Theridiosoma gemmosum,
Thermococcus gorgonarius,
Thermodesulfobacterium geofontis (strain OPF15),
Thermosporothrix hazakensis,
Themiste hennahi,
Thermococcus hydrothermalis,
Thermoanaerobacter italicus (strain DSM 9252 / Ab9),
Thermodesulfatator indicus (strain DSM 15286 / JCM 11887 / CIR29812),
Thermoactinomyces intermedius,
Thermococcus sp. (strain JCM 11816 / KS-1),
Thermococcus sp. (strain KS-8),
Thermoanaerobacter kivui,
Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1),
Thermomyces lanuginosus,
Thermovirga lienii (strain ATCC BAA-1197 / DSM 17291 / Cas60314),
Theileria lestoquardi,
Themiste lageniformis,
Thermococcus litoralis,
Thermococcus litoralis (strain ATCC 51850 / DSM 5473 / JCM 8560 / NS-C),
Thereuopoda longicornis,
Thermostichus lividus,
Thermoanaerobacter mathranii subsp. mathranii (strain DSM 11426 / CCUG 53645 / CIP 108742 / A3),
Thermosipho melanesiensis (strain DSM 12029 / CIP 104789 / BI429),
Thermaerobacter marianensis (strain ATCC 700841 / DSM 12885 / JCM 10246 / 7p75a),
Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),
Themiste minor,
Thermonectus marmoratus,
Thermotoga maritima,
Theileria mutans,
Thermotoga neapolitana,
Themira nigricornis,
Thermotoga neapolitana (strain ATCC 49049 / DSM 4359 / NBRC 107923 / NS-E),
Thenus orientalis,
Thermosediminibacter oceani (strain ATCC BAA-1034 / DSM 16646 / JW/IW-1228P),
Theretra oldenlandiae,
Thermococcus onnurineus (strain NA1),
Theileria orientalis,
Thermus oshimai,
Thermotoga petrophila (strain ATCC BAA-488 / DSM 13995 / JCM 10881 / RKU-1),
Thermotoga petrophila (strain ATCC BAA-489 / DSM 13996 / JCM 10882 / RKU-10),
Thermoanaerobacter pseudethanolicus (strain ATCC 33223 / 39E),
Theileria parva,
Thermofilum pendens (strain DSM 2475 / Hrk 5),
Thermofilum pendens,
Thermincola potens (strain JR),
Thecacera pennigera,
Thespesia populnea,
Thermococcus profundus,
Thermacetogenium phaeum (strain ATCC BAA-254 / DSM 26808 / PB),
Therea petiveriana,
Themira putris,
Thevetia peruviana,
Thermoanaerobacter sp. (strain X514),
Thermomicrobium roseum,
Thermomicrobium roseum (strain ATCC 27502 / DSM 5159 / P-2),
Thermus sp. (strain 2.9),
Thermoclostridium stercorarium (strain ATCC 35414 / DSM 8532 / NCIMB 11754),
Thermus sp. (strain ATCC 27737),
Thermococcus sp. (strain CGMCC 1.5172 / 4557),
Thermus sp. (strain 71),
Thermococcus sp. (strain 9oN-7),
Thermoanaerobacterium saccharolyticum,
Thermoanaerobacter sp.,
Thermus scotoductus,
Theileria sergenti (isolate Ikeda),
Theileria sergenti,
Theileria sergenti (isolate Chitose),
Thermococcus sp. (strain KI),
Thermus sp. (strain AK16D),
Thermococcus sibiricus (strain DSM 12597 / MM 739),
Thermus sp.,
Thermotoga sp. (strain RQ2),
Thermus sp. (strain Rt41A),
Thermus scotoductus (strain ATCC 700910 / SA-01),
Thermoclostridium stercorarium,
Thermococcus stetteri,
Thermoanaerobacterium saccharolyticum (strain DSM 8691 / JW/SL-YS485),
Thermoanaerobacter sp. (strain X513),
Thermus sp. (strain YS45),
Thermoanaerobacterium sp.,
Thermobaculum terrenum (strain ATCC BAA-798 / YNP1),
Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27),
Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799),
Thermosulfidibacter takaii (strain DSM 17441 / JCM 13301 / NBRC 103674 / ABI70S6),
Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),
Theileria taurotragi,
Thermoanaerobacterium thermosaccharolyticum (strain ATCC 7956 / DSM 571 / NCIMB 9385 / NCA 3814 / NCTC 13789 / WDCM 00135 / 2032),
Thermoproteus tenax,
Thermus thermophilus (strain SG0.5JP17-16),
Thermus thermophilus,
Thermochromatium tepidum,
Thermoproteus tenax (strain ATCC 35583 / DSM 2078 / JCM 9277 / NBRC 100435 / Kra 1),
Thermodesulfobacterium thermophilum,
Thermothelomyces thermophilus,
Thermoanaerobacterium thermosaccharolyticum,
Theromyzon tessulatum,
Thermothielavioides terrestris (strain ATCC 38088 / NRRL 8126),
Thermoanaerobacterium thermosulfurigenes,
Thermoanaerobacter thermohydrosulfuricus,
Thermoproteus uzoniensis (strain 768-20),
Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1),
Thermostichus vulcanus,
Thermoplasma volcanium (strain ATCC 51530 / DSM 4299 / JCM 9571 / NBRC 15438 / GSS1),
Thermoactinomyces vulgaris,
Thermofilum sp. (strain ex4484_79),
Thermoplasmatales archaeon (strain ISO4-H5),
Thermoanaerobacterium xylanolyticum (strain ATCC 49914 / DSM 7097 / LX-11),
Thermoplasmatales archaeon (strain BRNA1),
Thermobacillus xylanilyticus,
Thermodesulfovibrio yellowstonii (strain ATCC 51303 / DSM 11347 / YP87),
Thermophis zhaoermii,
Thermococcus zilligii,
Thiomonas arsenitoxydans (strain DSM 22701 / CIP 110005 / 3As),
Thiomicrospira cyclica (strain DSM 14477 / JCM 11371 / ALM1),
Thinornis cucullatus,
Thiobacillus denitrificans (strain ATCC 25259),
Thiobacillus denitrificans,
Thiomonas delicata,
Thinopyrum elongatum,
Thiomonas intermedia,
Thiomonas intermedia (strain K12),
Thioalkalivibrio nitratireducens (strain DSM 14787 / UNIQEM 213 / ALEN2),
Thiothrix nivea (strain ATCC 35100 / DSM 5205 / JP2),
Thiomonas perometabolis,
Thiococcus pfennigii,
Thiocapsa pendens,
Thiocapsa roseopersicina,
Thioalkalivibrio sulfidiphilus (strain HL-EbGR7),
Thioalkalivibrio sp. (strain K90mix),
Thiobacillus thioparus,
Thiocystis violascens (strain ATCC 17096 / DSM 198 / 6111),
Thiocystis violacea,
Thlaspi arvense,
Thalictrum flavum subsp. glaucum,
Thorarchaeota archaeon (strain AB_25),
Thorarchaeota archaeon (strain OWC),
Thomomys bottae,
Thomomys bulbivorus,
Thomasomys daphne,
Thomasomys gracilis,
Thorichthys helleri,
Thomasomys ischyurus,
Thomomys mazama,
Thorichthys maculipinnis,
Thorichthys meeki,
Thoropa miliaris,
Thomomys monticola,
Thoopterus nigrescens,
Thomasomys notatus,
Thomisus onustus,
Thomasomys oreas,
Thomomys talpoides,
Thomomys townsendii,
Thoracostoma trachygaster,
Thomomys umbrinus,
Thryomanes bewickii,
Thraupis episcopus,
Thrips flavus,
Thrips imaginis,
Thrasops jacksonii,
Thryothorus ludovicianus,
Thrichomys pachyurus,
Thrips palmi,
Thrixopelma pruriens,
Thraustochytrium sp. (strain ATCC 26185 / S-3),
Thryptomene saxicola,
Thraustochytrium sp.,
Thryonomys swinderianus,
Thunnus albacares,
Thunbergia alata,
Thujopsis dolabrata,
Thunbergia erecta,
Thuridilla hopei,
Thunnus maccoyii,
Thunbergia mysorensis,
Thunnus obesus,
Thunnus orientalis,
Thuja plicata,
Thuidium tamariscinum,
Thunnus thynnus,
Thunnus tonggol,
Thymallus arcticus,
Thylogale billardierii,
Thylogale brunii,
Thymus caespititius,
Thylamys cinderella,
Thyca crystallina,
Thylacinus cynocephalus,
Thylamys elegans,
Thymelaea hirsuta,
Thysanoteuthis rhombus,
Thylogale stigmatica,
Thymelicus sylvestris,
Thymophylla tenuiloba,
Thyroptera tricolor,
Tibellus oblongus,
Tibouchina urvilleana,
Tieghemostelium lacteum,
Tigriopus californicus,
Tigridia pavonia,
Tigridia sp. (strain Lejeune 1997),
Tilingia ajanensis,
Tilia americana,
Tilletiaria anomala (strain ATCC 24038 / CBS 436.72 / UBC 951),
Tilesia baccata,
Tilia oliveri,
Tilia platyphyllos,
Tiliqua rugosa,
Tillandsia usneoides,
Timarcha balearica,
Timema californicum,
Timandra comae,
Timema cristinae,
Timema douglasi,
Timema genevievae,
Timandra griseata,
Timema knulli,
Timon lepidus,
Timema podura,
Timema poppense,
Timema shepardi,
Timarcha tenebricosa,
Tineola bisselliella,
Tinamus guttatus,
Tinamus major,
Tipularia discolor,
Tipula oleracea,
Tipuana tipu,
Tipula tristis,
Tirumala limniace,
Tissierella creatinophila,
Tistrella mobilis (strain KA081020-065),
Tityus bahiensis,
Titanidiops canariensis,
Tityus costatus,
Tityus discrepans,
Tityus fasciolatus,
Titanodula formosana,
Tithorea harmonia,
Tityus obscurus,
Tityus pachyurus,
Tityus serrulatus,
Tityus stigmurus,
Tityus trinitatis,
Tityus trivittatus,
Tityus zulianus,
Tliltocatl albopilosus,
Tmesipteris obliqua,
Tobamovirus Ob,
Nicotiana tabacum,
Tomato big bud phytoplasma,
Tockus erythrorhynchus,
Tockus flavirostris,
Tockus nasutus,
Todus angustirostris,
Todiramphus chloris,
Todus mexicanus,
Todus multicolor,
Todarodes pacificus,
Todiramphus sanctus,
Todus subulatus,
Todus todus,
Tokudaia osimensis osimensis,
Tokudaia osimensis,
Tolumonas auensis (strain DSM 9187 / TA4),
Tolypocladium inflatum,
Tolypeutes matacus,
Tolypocladium ophioglossoides (strain CBS 100239),
Tolypothrix scytonemoides,
Tomopterna delalandii,
Tomopeas ravus,
Tomistoma schlegelii,
Tomocichla sieboldii,
Tonatia bidens,
Tonicella lineata,
Toona sinensis,
Topsentia ophiraphidites,
Topaza pella,
Torreya californica,
Tor douronensis,
Toromys grandis,
Tor khudree,
Torpedo marmorata,
Tor putitora,
Tortella rigens,
Tor tambroides,
Torpedo torpedo,
Torgos tracheliotos,
Tor tor,
Tortrix viridana,
Tosia australis,
Tosia magnifica,
Townsendia hookeri,
Toxostoma bendirei,
Toxocara canis,
Toxotes chatareus,
Toxoptera citricida,
Toxostoma crissale,
Toxocara cati,
Toxicodendron diversilobum,
Toxoplasma gondii (strain ATCC 50853 / GT1),
Toxoplasma gondii (strain ATCC 50611 / Me49),
Toxoplasma gondii,
Toxostoma guttatum,
Toxoplasma gondii (strain ATCC 50861 / VEG),
Toxostoma lecontei,
Toxascaris leonina,
Toxostoma longirostre,
Toxicodendron orientale,
Toxopneustes pileolus,
Toxicocalamus preussi,
Toxicodendron radicans,
Toxostoma redivivum,
Toxostoma rufum,
Toxodon sp.,
Toxicodendron succedaneum,
Toxicodendron vernix,
Toxicodendron vernicifluum,
Trachyspermum ammi,
Trachypithecus auratus,
Tragopan blythii,
Trachinotus blochii,
Trametes coccinea (strain BRFM310),
Tragopan caboti,
Trachelium caeruleum,
Trachops cirrhosus,
Trachypithecus cristatus,
Trachemys dorbigni,
Tragopogon dubius,
Trachidermus fasciatus,
Tradescantia fluminensis,
Trachycarpus fortunei,
Trachypithecus francoisi,
Trachypithecus geei,
Trachyphyllia geoffroyi,
Trametes hirsuta,
Trachipleistophora hominis,
Tragelaphus imberbis,
Tragulus javanicus,
Trachypithecus johnii,
Trachurus japonicus,
Trachelospermum jasminoides,
Trachurus lathami,
Tramea lacerata,
Trachylepis maculilabris,
Trachurus mediterraneus,
Trametes maxima,
Tragulus napu,
Trapa natans,
Trachypithecus obscurus,
Trametes ochracea,
Tradescantia ohiensis,
Trachylepis perrotetii,
Trachypithecus phayrei,
Trachurus picturatus,
Trachypithecus pileatus,
Trachypithecus poliocephalus,
Trametes pubescens,
Tragus racemosus,
Trachycephalus resinifictrix,
Tragopan satyra,
Trachemys scripta,
Trachemys scripta elegans,
Tractidigestivibacter scatoligenes,
Trachyrhamphus serratus,
Tragelaphus strepsiceros,
Trachurus trecae,
Tragopan temminckii,
Traccatichthys taeniatus,
Trachurus trachurus,
Trametes versicolor,
Trametes villosa,
Tradescantia virginiana,
Trametes versicolor (strain FP-101664),
Trachypithecus vetulus,
Treponema brennaborense (strain DSM 12168 / CIP 105900 / DD5/3),
Trematomus bernacchii,
Tremella brasiliensis,
Tremex columba,
Treponema denticola (strain ATCC 35405 / DSM 14222 / CIP 103919 / JCM 8153 / KCTC 15104),
Treponema denticola,
Trematomus hansoni,
Treponema lecithinolyticum,
Treponema maltophilum,
Treponema medium,
Tremella mesenterica,
Tremella mesenterica (strain ATCC 24925 / CBS 8224 / DSM 1558 / NBRC 9311 / NRRL Y-6157 / RJB 2259-6 / UBC 559-6),
Trematomus newnesi,
Trema orientale,
Tremarctos ornatus,
Treponema pallidum (strain Nichols),
Treponema pallidum subsp. pallidum (strain Chicago),
Treponema pallidum subsp. pertenue (strain CDC2),
Treponema pallidum subsp. pertenue,
Treponema pallidum subsp. pertenue (strain Gauthier),
Treponema phagedenis,
Treponema pallidum,
Treponema pallidum subsp. pertenue (strain Samoa D),
Treponema porcinum,
Tremblaya princeps (strain PCIT),
Tremblaya princeps,
Treponema pallidum subsp. pallidum (strain SS14),
Treponema paraluiscuniculi (strain Cuniculi A),
Treponema primitia (strain ATCC BAA-887 / DSM 12427 / ZAS-2),
Treponema succinifaciens (strain ATCC 33096 / DSM 2489 / 6091),
Treponema socranskii,
Trema tomentosum,
Treubaria triappendiculata,
Treron vernans,
Tribolium anaphe,
Trimeresurus albolabris,
Trichoplax adhaerens,
Trimerodytes annularis,
Tricyrtis affinis,
Trinomys albispinus,
Triportheus albus,
Triacanthodes anomalus,
Trichosanthes anguina,
Trifolium albopurpureum,
Trichoderma arundinaceum,
Triplophysa anterodorsalis,
Tribolium audax,
Trichostrongylus axei,
Trichormus azollae,
Trichodiadema barbatum,
Triodontophorus brevicauda,
Trifolium beckwithii,
Trimorphodon biscutatus,
Triplophysa bleekeri,
Tribolodon brandtii,
Trimeresurus borneensis,
Trichinella britovi,
Triatoma brasiliensis,
Triacanthus biaculeatus,
Trifolium burchellianum,
Tringa brevipes,
Tribolium castaneum,
Triops cancriformis,
Tridacna crocea,
Trichogramma cacaeciae,
Trillium cernuum,
Tribolium confusum,
Trichocoryne connata,
Trioceros cristatus,
Triturus carnifex,
Trichogramma confusum,
Triopha catalinae,
Trithrinax campestris,
Trimeresurus cantori,
Trichostrongylus colubriformis,
Trifolium campestre,
Trinchesia caerulea,
Triturus cristatus,
Trichosurus caninus,
Trillium catesbaei,
Trichonephila clavata,
